Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
83,"3 BHK Flat for Sale in Sector 52, Bangalore","A beautiful 3 BHK apartment located in Sector 52, Bangalore, close to schools and markets.",1.49 Cr,14876436.0,"Sector 52, Bangalore",104.8 sqm,Under Construction,22 out of 28,Resale,Furnished,South,Pool,Society 143,3.0,2.0,1.0,Leasehold,1524 sqft,33x33,
84,"4 BHK Flat for Sale in Sector 3, Lucknow","A beautiful 4 BHK apartment located in Sector 3, Lucknow, close to schools and markets.",1.12 Cr,,"Sector 3, Lucknow",156.4 sqm,Under Construction,7 out of 30,Resale,Semi-Furnished,North,,Society 81,3.0,1.0,,Freehold,1965 sqft,41x41,
85,"3 BHK Flat for Sale in Sector 2, Lucknow","A beautiful 3 BHK apartment located in Sector 2, Lucknow, close to schools and markets.",83.8 Lac,8379745.0,"Sector 2, Lucknow",1405 sqft,Ready to Move,Ground out of 13,Resale,Furnished,North,,,2.0,0.0,1.0,Leasehold,152.3 sqm,37x37,1686 sqft
86,"3 BHK Flat for Sale in Sector 16, Noida","A beautiful 3 BHK apartment located in Sector 16, Noida, close to schools and markets.",1.59 Cr,15850032.0,"Sector 16, Noida",116.6 sqm,Ready to Move,18 out of 18,Resale,Unfurnished,South,Pool,Society 197,2.0,1.0,0.0,Leasehold,148.5 sqm,35x35,1652 sqft
87,"4 BHK Flat for Sale in Sector 17, Thane","A beautiful 4 BHK apartment located in Sector 17, Thane, close to schools and markets.",3.08 Cr,30792105.0,"Sector 17, Thane",1529 sqft,Ready to Move,1 out of 25,Resale,Furnished,South-East,Club,Society 292,4.0,0.0,0.0,Co-operative Society,2053 sqft,39x39,
88,"3 BHK Flat for Sale in Sector 9, Nagpur","A beautiful 3 BHK apartment located in Sector 9, Nagpur, close to schools and markets.",60.51 Lac,6051097.0,"Sector 9, Nagpur",893 sqft,Ready to Move,Ground out of 20,New Property,Furnished,North-West,Pool,Society 224,3.0,3.0,0.0,Freehold,1290 sqft,29x29,
89,"3 BHK Flat for Sale in Sector 10, Kolkata","A beautiful 3 BHK apartment located in Sector 10, Kolkata, close to schools and markets.",1.29 Cr,,"Sector 10, Kolkata",1072 sqft,Ready to Move,17 out of 29,New Property,Furnished,,Main Road,Society 262,2.0,1.0,0.0,Leasehold,1211 sqft,32x32,1586 sqft
90,"1 BHK Flat for Sale in Sector 48, Bangalore","A beautiful 1 BHK apartment located in Sector 48, Bangalore, close to schools and markets.",54.26 Lac,5425588.0,"Sector 48, Bangalore",368 sqft,Under Construction,2 out of 3,Resale,Furnished,North-East,Main Road,Society 345,1.0,1.0,2.0,Leasehold,504 sqft,19x19,
91,"1 BHK Flat for Sale in Sector 30, Mumbai","A beautiful 1 BHK apartment located in Sector 30, Mumbai, close to schools and markets.",1.65 Cr,,"Sector 30, Mumbai",385 sqft,Under Construction,8 out of 24,Resale,Furnished,,Not Available,Society 326,1.0,1.0,0.0,Freehold,597 sqft,19x19,
92,"3 BHK Flat for Sale in Sector 17, Ghaziabad","A beautiful 3 BHK apartment located in Sector 17, Ghaziabad, close to schools and markets.",1.36 Cr,,"Sector 17, Ghaziabad",1266 sqft,Under Construction,7 out of 15,New Property,Furnished,North-West,Not Available,Society 134,3.0,,0.0,Leasehold,1846 sqft,35x35,
93,"2 BHK Flat for Sale in Sector 28, Pune","A beautiful 2 BHK apartment located in Sector 28, Pune, close to schools and markets.",49.01 Lac,,"Sector 28, Pune",628 sqft,Ready to Move,8 out of 22,Resale,Semi-Furnished,,,Society 168,2.0,1.0,,Leasehold,79.5 sqm,25x25,
94,"1 BHK Flat for Sale in Sector 34, Nagpur","A beautiful 1 BHK apartment located in Sector 34, Nagpur, close to schools and markets.",19.72 Lac,1972354.0,"Sector 34, Nagpur",38.1 sqm,Under Construction,1 out of 3,Resale,Unfurnished,South-East,Main Road,Society 39,1.0,,1.0,Power Of Attorney,603 sqft,20x20,
95,"3 BHK Flat for Sale in Phase 3, Indore","A beautiful 3 BHK apartment located in Phase 3, Indore, close to schools and markets.",90.96 Lac,9095645.0,"Phase 3, Indore",1084 sqft,Ready to Move,7 out of 8,Resale,Semi-Furnished,East,Main Road,,3.0,3.0,2.0,Power Of Attorney,140.3 sqm,32x32,
96,"1 BHK Flat for Sale in Sector 35, Hyderabad","A beautiful 1 BHK apartment located in Sector 35, Hyderabad, close to schools and markets.",42.51 Lac,,"Sector 35, Hyderabad",457 sqft,Under Construction,4 out of 13,New Property,Unfurnished,North,Main Road,Society 378,1.0,2.0,1.0,Co-operative Society,557 sqft,21x21,
97,"1 BHK Flat for Sale in Sector 44, Noida","A beautiful 1 BHK apartment located in Sector 44, Noida, close to schools and markets.",40.02 Lac,4002118.0,"Sector 44, Noida",30.9 sqm,Under Construction,15 out of 28,New Property,Unfurnished,North,Club,Society 166,1.0,1.0,2.0,Co-operative Society,43.7 sqm,18x18,
98,"1 BHK Flat for Sale in Sector 38, Ahmedabad","A beautiful 1 BHK apartment located in Sector 38, Ahmedabad, close to schools and markets.",42.91 Lac,,"Sector 38, Ahmedabad",44.8 sqm,Ready to Move,Ground out of 19,New Property,Semi-Furnished,South,Pool,Society 374,1.0,2.0,0.0,Co-operative Society,563 sqft,21x21,
99,"1 BHK Flat for Sale in Sector 33, Navi Mumbai","A beautiful 1 BHK apartment located in Sector 33, Navi Mumbai, close to schools and markets.",66.33 Lac,6633114.0,"Sector 33, Navi Mumbai",323 sqft,Under Construction,11 out of 29,Resale,Furnished,East,Pool,Society 369,1.0,0.0,1.0,Freehold,427 sqft,17x17,498 sqft
100,"2 BHK Flat for Sale in Sector 4, Jaipur","A beautiful 2 BHK apartment located in Sector 4, Jaipur, close to schools and markets.",31.58 Lac,,"Sector 4, Jaipur",72.3 sqm,Ready to Move,5 out of 7,New Property,Semi-Furnished,,Club,Society 335,1.0,3.0,1.0,Freehold,942 sqft,27x27,
101,"4 BHK Flat for Sale in Phase 2, Bangalore","A beautiful 4 BHK apartment located in Phase 2, Bangalore, close to schools and markets.",1.33 Cr,13302650.0,"Phase 2, Bangalore",1657 sqft,Ready to Move,1 out of 13,Resale,Semi-Furnished,North-East,Main Road,Society 158,4.0,1.0,0.0,Power Of Attorney,1901 sqft,40x40,
102,"4 BHK Flat for Sale in Phase 2, Indore","A beautiful 4 BHK apartment located in Phase 2, Indore, close to schools and markets.",72.34 Lac,7234127.0,"Phase 2, Indore",1398 sqft,Under Construction,17 out of 17,New Property,Semi-Furnished,South,,Society 121,3.0,1.0,,Leasehold,2047 sqft,37x37,233.7 sqm
103,"5 BHK Flat for Sale in Sector 51, Indore","A beautiful 5 BHK apartment located in Sector 51, Indore, close to schools and markets.",1.52 Cr,15226061.0,"Sector 51, Indore",2053 sqft,Under Construction,12 out of 17,New Property,Furnished,North-West,Pool,Society 142,5.0,1.0,0.0,Co-operative Society,2657 sqft,45x45,
104,"4 BHK Flat for Sale in Sector 31, Thane","A beautiful 4 BHK apartment located in Sector 31, Thane, close to schools and markets.",2.08 Cr,20776537.0,"Sector 31, Thane",1891 sqft,Ready to Move,3 out of 10,Resale,Furnished,North-West,Club,,4.0,3.0,1.0,Power Of Attorney,190.1 sqm,43x43,
105,"1 BHK Flat for Sale in Phase 6, Ahmedabad","A beautiful 1 BHK apartment located in Phase 6, Ahmedabad, close to schools and markets.",27.86 Lac,2786140.0,"Phase 6, Ahmedabad",374 sqft,Under Construction,1 out of 2,New Property,Unfurnished,South-West,Main Road,Society 269,1.0,1.0,2.0,Freehold,39.4 sqm,19x19,430 sqft
106,"3 BHK Flat for Sale in Sector 29, Chennai","A beautiful 3 BHK apartment located in Sector 29, Chennai, close to schools and markets.",1.02 Cr,10223658.0,"Sector 29, Chennai",96.8 sqm,Under Construction,20 out of 25,Resale,Furnished,North-East,Club,Society 347,3.0,1.0,0.0,Co-operative Society,1259 sqft,32x32,
107,"3 BHK Flat for Sale in Vihar, Navi Mumbai","A beautiful 3 BHK apartment located in Vihar, Navi Mumbai, close to schools and markets.",2.14 Cr,,"Vihar, Navi Mumbai",976 sqft,Ready to Move,9 out of 21,New Property,Furnished,South-East,Main Road,Society 312,3.0,3.0,1.0,Leasehold,119.4 sqm,31x31,
108,"3 BHK Flat for Sale in Extension, Hyderabad","A beautiful 3 BHK apartment located in Extension, Hyderabad, close to schools and markets.",1.43 Cr,,"Extension, Hyderabad",1243 sqft,Under Construction,3 out of 6,Resale,Unfurnished,South,Pool,Society 244,3.0,3.0,1.0,Freehold,1637 sqft,35x35,
109,"2 BHK Flat for Sale in Phase 2, Bangalore","A beautiful 2 BHK apartment located in Phase 2, Bangalore, close to schools and markets.",1.14 Cr,11397955.0,"Phase 2, Bangalore",828 sqft,Under Construction,Ground out of 5,Resale,Furnished,South-West,Main Road,Society 257,2.0,2.0,2.0,Leasehold,100.1 sqm,28x28,1445 sqft
110,"4 BHK Flat for Sale in Sector 52, Ghaziabad","A beautiful 4 BHK apartment located in Sector 52, Ghaziabad, close to schools and markets.",95.63 Lac,,"Sector 52, Ghaziabad",1304 sqft,Under Construction,9 out of 29,New Property,Unfurnished,North-West,Garden/Park,Society 245,3.0,3.0,,Leasehold,1800 sqft,36x36,
111,"3 BHK Flat for Sale in Sector 44, Noida","A beautiful 3 BHK apartment located in Sector 44, Noida, close to schools and markets.",1.43 Cr,,"Sector 44, Noida",1139 sqft,Ready to Move,Basement out of 1,New Property,Unfurnished,East,Pool,Society 251,3.0,1.0,0.0,Freehold,1784 sqft,33x33,
112,"1 BHK Flat for Sale in Sector 27, Noida","A beautiful 1 BHK apartment located in Sector 27, Noida, close to schools and markets.",39.06 Lac,3906318.0,"Sector 27, Noida",372 sqft,Ready to Move,2 out of 5,New Property,Furnished,South,Not Available,Society 323,1.0,2.0,,Power Of Attorney,45.7 sqm,19x19,56.8 sqm
113,"5 BHK Flat for Sale in Phase 5, Delhi","A beautiful 5 BHK apartment located in Phase 5, Delhi, close to schools and markets.",2.35 Cr,23546451.0,"Phase 5, Delhi",1746 sqft,Ready to Move,8 out of 15,Resale,Semi-Furnished,West,,Society 47,5.0,0.0,0.0,Co-operative Society,2394 sqft,41x41,
114,"4 BHK Flat for Sale in Sector 24, Thane","A beautiful 4 BHK apartment located in Sector 24, Thane, close to schools and markets.",3.29 Cr,32862996.0,"Sector 24, Thane",1383 sqft,Ready to Move,4 out of 21,New Property,Furnished,South-West,Club,Society 205,4.0,3.0,,Power Of Attorney,2027 sqft,37x37,
115,"3 BHK Flat for Sale in Sector 57, Ghaziabad","A beautiful 3 BHK apartment located in Sector 57, Ghaziabad, close to schools and markets.",69.59 Lac,,"Sector 57, Ghaziabad",1064 sqft,Ready to Move,17 out of 24,New Property,Semi-Furnished,South-East,,,2.0,3.0,0.0,Power Of Attorney,1722 sqft,32x32,
116,"4 BHK Flat for Sale in Sector 7, Kolkata","A beautiful 4 BHK apartment located in Sector 7, Kolkata, close to schools and markets.",1.83 Cr,18301767.0,"Sector 7, Kolkata",1391 sqft,Under Construction,1 out of 15,Resale,Furnished,,Garden/Park,Society 282,4.0,0.0,0.0,Power Of Attorney,1946 sqft,37x37,
117,"4 BHK Flat for Sale in Phase 2, Surat","A beautiful 4 BHK apartment located in Phase 2, Surat, close to schools and markets.",76.61 Lac,7660611.0,"Phase 2, Surat",132.7 sqm,Ready to Move,19 out of 27,Resale,Furnished,South-East,,Society 187,4.0,1.0,0.0,Leasehold,1671 sqft,37x37,
118,"4 BHK Flat for Sale in Sector 16, Nagpur","A beautiful 4 BHK apartment located in Sector 16, Nagpur, close to schools and markets.",1.26 Cr,12614697.0,"Sector 16, Nagpur",1777 sqft,Under Construction,Ground out of 17,New Property,Unfurnished,North-West,Club,Society 231,3.0,2.0,1.0,Leasehold,1952 sqft,42x42,
119,"3 BHK Flat for Sale in Sector 39, Chandigarh","A beautiful 3 BHK apartment located in Sector 39, Chandigarh, close to schools and markets.",1.47 Cr,,"Sector 39, Chandigarh",125.3 sqm,Under Construction,9 out of 10,Resale,Unfurnished,South-West,Club,Society 281,3.0,1.0,1.0,Freehold,1666 sqft,36x36,2082 sqft
120,"3 BHK Flat for Sale in Sector 19, Kolkata","A beautiful 3 BHK apartment located in Sector 19, Kolkata, close to schools and markets.",63.18 Lac,6317545.0,"Sector 19, Kolkata",1051 sqft,Ready to Move,20 out of 20,Resale,Furnished,South-East,Pool,Society 354,2.0,1.0,2.0,Freehold,1335 sqft,32x32,
121,"3 BHK Flat for Sale in Colony, Nagpur","A beautiful 3 BHK apartment located in Colony, Nagpur, close to schools and markets.",53.57 Lac,5357098.0,"Colony, Nagpur",992 sqft,Ready to Move,2 out of 17,New Property,Furnished,,Main Road,Society 101,3.0,,1.0,Co-operative Society,1479 sqft,31x31,1582 sqft
122,"5 BHK Flat for Sale in Phase 9, Thane","A beautiful 5 BHK apartment located in Phase 9, Thane, close to schools and markets.",2.96 Cr,29635467.0,"Phase 9, Thane",1657 sqft,Under Construction,1 out of 3,New Property,Semi-Furnished,East,,Society 95,5.0,3.0,1.0,Power Of Attorney,2150 sqft,40x40,
123,"1 BHK Flat for Sale in Sector 33, Faridabad","A beautiful 1 BHK apartment located in Sector 33, Faridabad, close to schools and markets.",39.59 Lac,,"Sector 33, Faridabad",464 sqft,Under Construction,14 out of 15,New Property,Furnished,South,Main Road,Society 145,1.0,3.0,0.0,Freehold,555 sqft,21x21,
124,"2 BHK Flat for Sale in Sector 59, Mumbai","A beautiful 2 BHK apartment located in Sector 59, Mumbai, close to schools and markets.",2.15 Cr,,"Sector 59, Mumbai",57.0 sqm,Ready to Move,15 out of 30,Resale,Furnished,West,Not Available,Society 20,2.0,3.0,1.0,Freehold,829 sqft,24x24,1102 sqft
125,"2 BHK Flat for Sale in Phase 2, Mumbai","A beautiful 2 BHK apartment located in Phase 2, Mumbai, close to schools and markets.",2.6 Cr,26026551.0,"Phase 2, Mumbai",81.9 sqm,Under Construction,9 out of 10,New Property,Furnished,South-East,Garden/Park,Society 113,1.0,0.0,1.0,Freehold,1174 sqft,29x29,1472 sqft
126,"1 BHK Flat for Sale in Sector 24, Delhi","A beautiful 1 BHK apartment located in Sector 24, Delhi, close to schools and markets.",1.2 Cr,11982098.0,"Sector 24, Delhi",467 sqft,Ready to Move,1 out of 18,Resale,Unfurnished,South,,Society 291,1.0,1.0,,Co-operative Society,623 sqft,21x21,
127,"3 BHK Flat for Sale in Sector 22, Ghaziabad","A beautiful 3 BHK apartment located in Sector 22, Ghaziabad, close to schools and markets.",Call for Price,8529270.0,"Sector 22, Ghaziabad",121.9 sqm,Ready to Move,22 out of 22,New Property,Semi-Furnished,West,Main Road,,3.0,2.0,1.0,Leasehold,1705 sqft,36x36,1950 sqft
128,"4 BHK Flat for Sale in Nagar, Pune","A beautiful 4 BHK apartment located in Nagar, Pune, close to schools and markets.",1.43 Cr,14305618.0,"Nagar, Pune",1470 sqft,Under Construction,8 out of 19,New Property,Semi-Furnished,North,Main Road,Society 277,,2.0,,Leasehold,2071 sqft,38x38,
129,"1 BHK Flat for Sale in Sector 9, Hyderabad","A beautiful 1 BHK apartment located in Sector 9, Hyderabad, close to schools and markets.",49.01 Lac,,"Sector 9, Hyderabad",404 sqft,Under Construction,28 out of 30,Resale,Unfurnished,North,Club,Society 120,1.0,,0.0,Co-operative Society,567 sqft,20x20,
130,"4 BHK Flat for Sale in Sector 1, Jaipur","A beautiful 4 BHK apartment located in Sector 1, Jaipur, close to schools and markets.",61.36 Lac,,"Sector 1, Jaipur",1234 sqft,Under Construction,8 out of 12,New Property,Unfurnished,South-West,Main Road,Society 72,3.0,3.0,1.0,Power Of Attorney,1872 sqft,35x35,186.9 sqm
131,"3 BHK Flat for Sale in Enclave, Faridabad","A beautiful 3 BHK apartment located in Enclave, Faridabad, close to schools and markets.",81.34 Lac,8133776.0,"Enclave, Faridabad",1220 sqft,Ready to Move,4 out of 16,New Property,Unfurnished,North-West,Not Available,Society 369,3.0,2.0,,Co-operative Society,164.5 sqm,34x34,
132,"5 BHK Flat for Sale in Sector 5, Jaipur","A beautiful 5 BHK apartment located in Sector 5, Jaipur, close to schools and markets.",1.58 Cr,,"Sector 5, Jaipur",1865 sqft,Under Construction,Basement out of 18,Resale,Unfurnished,South-West,Club,Society 273,4.0,2.0,0.0,Leasehold,2826 sqft,43x43,
133,"1 BHK Flat for Sale in Colony, Ahmedabad","A beautiful 1 BHK apartment located in Colony, Ahmedabad, close to schools and markets.",43.45 Lac,,"Colony, Ahmedabad",435 sqft,Under Construction,5 out of 21,Resale,Semi-Furnished,South-East,Not Available,Society 97,1.0,2.0,1.0,Co-operative Society,548 sqft,20x20,550 sqft
134,"2 BHK Flat for Sale in Sector 18, Faridabad","A beautiful 2 BHK apartment located in Sector 18, Faridabad, close to schools and markets.",46.41 Lac,4640887.0,"Sector 18, Faridabad",813 sqft,Under Construction,11 out of 13,Resale,Furnished,North,Not Available,Society 338,2.0,2.0,0.0,Freehold,1138 sqft,28x28,1236 sqft
135,"1 BHK Flat for Sale in Sector 23, Pune","A beautiful 1 BHK apartment located in Sector 23, Pune, close to schools and markets.",47.22 Lac,4722416.0,"Sector 23, Pune",359 sqft,Under Construction,15 out of 20,New Property,Semi-Furnished,West,Club,Society 225,1.0,2.0,0.0,Freehold,490 sqft,18x18,496 sqft
136,"4 BHK Flat for Sale in Sector 36, Navi Mumbai","A beautiful 4 BHK apartment located in Sector 36, Navi Mumbai, close to schools and markets.",3.18 Cr,,"Sector 36, Navi Mumbai",1765 sqft,Under Construction,3 out of 4,Resale,Unfurnished,South-West,Pool,Society 100,4.0,1.0,1.0,Power Of Attorney,2173 sqft,42x42,
137,"5 BHK Flat for Sale in Sector 53, Thane","A beautiful 5 BHK apartment located in Sector 53, Thane, close to schools and markets.",3.43 Cr,34260472.0,"Sector 53, Thane",162.3 sqm,Ready to Move,9 out of 27,Resale,Furnished,South,Main Road,Society 265,5.0,1.0,1.0,Leasehold,2025 sqft,41x41,2570 sqft
138,"1 BHK Flat for Sale in Sector 1, Jaipur","A beautiful 1 BHK apartment located in Sector 1, Jaipur, close to schools and markets.",27.91 Lac,2791423.0,"Sector 1, Jaipur",411 sqft,Ready to Move,27 out of 29,New Property,Semi-Furnished,,Club,Society 278,1.0,2.0,1.0,Leasehold,50.0 sqm,20x20,
139,"3 BHK Flat for Sale in Sector 49, Chennai","A beautiful 3 BHK apartment located in Sector 49, Chennai, close to schools and markets.",1.58 Cr,15837707.0,"Sector 49, Chennai",1120 sqft,Ready to Move,9 out of 20,Resale,Semi-Furnished,North,Main Road,Society 167,3.0,2.0,1.0,Co-operative Society,147.6 sqm,33x33,1888 sqft
140,"4 BHK Flat for Sale in Phase 8, Noida","A beautiful 4 BHK apartment located in Phase 8, Noida, close to schools and markets.",1.42 Cr,14164345.0,"Phase 8, Noida",1455 sqft,Ready to Move,4 out of 23,Resale,Semi-Furnished,North-East,Club,Society 162,4.0,1.0,0.0,Co-operative Society,1927 sqft,38x38,
141,"2 BHK Flat for Sale in Phase 4, Chandigarh","A beautiful 2 BHK apartment located in Phase 4, Chandigarh, close to schools and markets.",68.11 Lac,6810641.0,"Phase 4, Chandigarh",699 sqft,Under Construction,9 out of 26,New Property,Furnished,North-West,Pool,Society 229,2.0,2.0,0.0,Co-operative Society,93.2 sqm,26x26,1070 sqft
142,"2 BHK Flat for Sale in Sector 11, Kolkata","A beautiful 2 BHK apartment located in Sector 11, Kolkata, close to schools and markets.",57.09 Lac,5709223.0,"Sector 11, Kolkata",737 sqft,Ready to Move,1 out of 17,Resale,Semi-Furnished,North-East,Main Road,Society 204,2.0,1.0,,Leasehold,879 sqft,27x27,1151 sqft
143,"4 BHK Flat for Sale in Colony, Noida","A beautiful 4 BHK apartment located in Colony, Noida, close to schools and markets.",11.99 Cr,,"Colony, Noida",1643 sqft,Ready to Move,16 out of 21,Resale,Semi-Furnished,North,Garden/Park,Society 306,4.0,2.0,0.0,Co-operative Society,198.6 sqm,40x40,
144,"5 BHK Flat for Sale in Nagar, Mumbai","A beautiful 5 BHK apartment located in Nagar, Mumbai, close to schools and markets.",4.41 Cr,,"Nagar, Mumbai",163.9 sqm,Under Construction,11 out of 27,Resale,Semi-Furnished,West,,Society 211,5.0,2.0,1.0,Power Of Attorney,241.6 sqm,42x42,
145,"4 BHK Flat for Sale in Sector 37, Delhi","A beautiful 4 BHK apartment located in Sector 37, Delhi, close to schools and markets.",2.73 Cr,,"Sector 37, Delhi",1535 sqft,Ready to Move,5 out of 11,New Property,Unfurnished,,Main Road,Society 367,,2.0,2.0,Co-operative Society,1999 sqft,39x39,
146,"3 BHK Flat for Sale in Sector 50, Hyderabad","A beautiful 3 BHK apartment located in Sector 50, Hyderabad, close to schools and markets.",1.5 Cr,,"Sector 50, Hyderabad",1097 sqft,Ready to Move,5 out of 17,New Property,Unfurnished,North-East,,Society 227,3.0,1.0,1.0,Freehold,1616 sqft,33x33,
